comment_id,username,rating,content,votes,time
32514679,如小果,5,恐惧让你沦为囚犯，希望让你重获自由。——《肖申克的救赎》,25429,2008-02-27 21:43:23
477351,犀牛,5,当年的奥斯卡颁奖礼上，被如日中天的《阿甘正传》掩盖了它的光彩，而随着时间的推移，这部电影在越来越多的人们心中的地位已超越了《阿甘》。每当现实令我疲惫得产生无力感，翻出这张碟，就重获力量。毫无疑问，本片位列男人必看的电影前三名！回顾那一段经典台词：“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”,22891,2005-10-28 00:28:07
233959689,711|湯不餓,5,策划了19年的私奔……,18439,2010-03-27 21:30:29
3728484,艾小柯,5,关于希望最强有力的注释。,13933,2006-06-20 03:18:55
40114704,Eve|Classified,5,"“这是一部男人必看的电影。”人人都这么说。但单纯从性别区分，就会让这电影变狭隘。《肖申克的救赎》突破了男人电影的局限，通篇几乎充满令人难以置信的温馨基调，而电影里最伟大的主题是“希望”。
当我们无奈地遇到了如同肖申克一般囚禁了心灵自由的那种囹圄，我们是无奈的老布鲁克，灰心的瑞德，还是智慧的安迪？运用智慧，信任希望，并且勇敢面对恐惧心理，去打败它？
经典的电影之所以经典，因为他们都在做同一件事——让你从不同的角度来欣赏希望的美好。",12620,2008-05-09 23:15:34
980059,寂地,5,"超级喜欢超级喜欢,不看的话人生不圆满.",7663,2006-01-02 23:57:15
537314500,葱,5,这样的男人谁会舍得背叛。。。,6429,2012-05-28 22:57:42
3658777,veronique,5,"一部没有爱情与美女的电影,却光芒四射",5869,2006-06-15 18:56:18
142054,影志,5,"Fear Can Hold You Prisoner, Hope Can Set You Free",5240,2006-02-04 05:58:22
28737569,文泽尔,4,人的生命不过是从一个洞穴通往另一个世界..然后在那个世界的雨中继续颤抖.i hope,4870,2008-01-14 01:53:08
7096858,珍妮的肖像🦤,5,没有人会不喜欢吧！书和电影都好。,3129,2006-11-13 08:41:13
1341014452,如是,5,还记得老brooks上吊自杀时心里有多难过。自由来的太晚，生命早已自行放弃。,2618,2018-03-14 11:48:26
565266645,朝暮雪,5,"当雷电劈开圣经扉页的刹那，污水管道的血污里开出了鸢尾花。那个墨西哥海岸的约定不是谎言，是囚徒用月光编织的绳梯，每个绳结都系着太平洋咸涩的潮汐。
有的鸟注定属于天空，有的琴弦永远颤动在休止符之外。安迪游向暴雨的姿态，像蝴蝶挣裂了琥珀的裹尸布。
当他撕开雨幕的瞬间，整个太平洋都听见了，人类心脏深处亘古回荡的潮声。
我们看见自己正从冰川纪的冻土里抽芽，而安迪的锤子，不过是春天叩击冻土的第一声心跳。
当狱警的枪声惊醒冬眠的蜥蜴，我们终于在肖申克的废墟里看见——所有镣铐都是水做的牢笼，而自由不过是场优雅的溺水。
真正的监狱从来不是有形的围墙，而是我们心中对体制的臣服。当我们学会在绝望中保持希望，在黑暗中寻找光明，就已经完成了精神的越狱。
原来，自由不在远方，而在每个人的心中。",2402,2012-08-07 15:39:12
380050,私享史,5,"因为1994年台湾引进了一部比较卖座的老片The Sting，被错译成了《刺激》。到了1995年本片上映时，片商觉得其剧情与《刺激》有类似的地方（大概都属于高智商的复仇？），因此被译成了《刺激1995》，1998年又有一部片子Return To Paradise因为含有牢狱情节，被译成《刺激1998》！

说起来，自打高一时看过《肖申克的救赎》，男主角安迪的精神就持续影响着我，成为我价值观的一部分。那种持续不断给有关机构写信申请图书馆的精神，那种拒绝“忙着活，忙着死”的人生的精神，那种迫不得已作恶却良心不泯正义终彰的精神，那种享受生命中每一刻微小的美好的精神，那种在困境中梦想着远方有一小块属于自己乐土的精神，那种甘于平凡且活得自在的精神。一言以蔽之，那种属于“人性的光辉”的精神。",1580,2005-10-08 14:35:04
165800609,理想多钱一斤啊,4,"Hope is a good thing, and maybe the best thing of all.",3184,2009-10-07 19:58:08
27014356,Doublebitch,4,绝对是期待过高导致有点失望,567,2007-12-24 17:50:21
1305181450,挽梦忆笙歌,5,一部没有女主，没有爱情，没有特技的好片子，也是很多大学英语老师喜欢放给学生看的片子，这部片子讲诉的就是一个很纯粹的故事，一次的救赎，换回了自由，也是一种信念驱使他这么做，这部片子是感人的，它也让很多人成长。,1858,2018-01-13 11:21:05
479009803,南笙,5,对不起，我戒酒了。,1714,2012-01-06 23:02:43
1299524204,快乐人生,4,不愧是好莱坞大片，一环扣一环，没想到最后不但逃生生天还偷偷把典狱长的贪污转移了出来，证据也送达了出去，帮助了曾经关心过自己的人，情节安排的巧妙，演员演绎的也好，是美国的，有爱国情节的我给打四分,865,2018-01-04 11:51:34
4982519,小耳朵图吗,5,越狱我感觉就是改编自这个,1274,2007-08-21 06:50:24
209421890,小海,5,这部电影没什么好说的，史上最完美的电影，没有一秒尿尿时间！,1545,2010-01-28 22:52:32
1185684378,顾俏乜,4,通过下水道逃出去，这真的是太震撼了，不得不说男主对自由的执念克服了一切，即使待在监狱里，因为不断学习，没和外面的世界脱轨，他才能如此从容面对一切，甚至即使是在监狱这小小世界里自己也是主宰，所以说：学习很重要，学到老活到老。,602,2017-05-03 19:04:54
10780045,眠去,5,hope is a good thing,1305,2007-02-20 10:56:01
44029801,小易甫,3,"在我的心目中,它一直都是最被高估的电影。",2853,2008-06-08 14:49:34
32824487,乐安蓝,5,明修栈道，暗渡陈仓,1176,2008-03-02 15:00:17
1109218545,美好生活,5,肖申克中生存体制又如当今社会体制，“痛改前非”的人一次次被重新投入黑暗之中，当权者干着肮脏的勾当却会在公众面前宣讲“拯救之道”，似乎只有当性格没有棱角，思想失去火花，被“体制化”的人们习惯逆来顺受的时候才可以平安生存,1143,2016-11-14 23:44:21
7359526,毛利,5,看完让人很振奋,958,2006-11-21 20:12:53
1309593394,苏多多,5,这是我每年都要回顾的一部片子，每当心情低落，人生低谷的时候，或者随便什时候打开，听着摩根弗里曼低沉的声音娓娓道来故事，就会感觉好了很多。好的电影是好的人生陪伴,1013,2018-01-20 13:54:58
549996473,赫恩曼尼,5,若你试自由如生命，你愿意用20年等来一日的逃脱。,676,2012-06-29 15:24:52
4200627,老鸡｜扶立,5,我最喜欢的电影,664,2008-01-10 13:23:26
3126415947,朱岳,5,二十岁以为自己是在外边看，四十岁才明白自己是在里边看。,368,2021-11-27 23:23:19
4851558,徐小花,5,酣畅淋漓,484,2006-08-16 17:46:16
2721463995,momo,4,其实理解不了为什么这部影片会排名第一…,266,2021-02-02 22:28:40
1125152560,雨果,5,好片，但是远比这部片更好的还很多，大家整天把这部电影稀奇得不行，其实同年的电影我更喜欢阿甘。,383,2016-12-23 19:03:28
1261665388,遇见彩虹🌈,5,何为救赎？只有重燃人们心中的希望才能救赎。有希望才有一切可能。即使环境再恶劣，安迪都没有放弃，坚持不懈的写信为大家换来更好的图书馆，帮助有需要的人拿到高中文凭使他们可以在社会上有生存能力，就算知道会惹怒看守也想让人们都听到美妙的歌声，点燃希望之光。有一种鸟儿是永远也关不住的。,595,2017-10-25 10:14:27
1108151989,momo,5,太感人的电影！完整看过四遍！安迪从下水道爬出后，在水里在雨中仰天长啸时，就瞬间泪奔！,571,2016-11-12 16:01:50
1315945280,雨滋味,4,救赎什么？灵魂？自由？信念？你看看这部电影就有体会了,187,2018-01-31 08:46:09
906193,毛驴哥🔒🔒🔒🔒,5,不多说了,331,2005-12-26 22:57:17
1304740831,橘猫爱吃鱼,5,这是一部关于自由、友情、正义的电影!“信念不灭，希望永存”。这其实是他们全体人的救赎，只是选择的方式不同而已。,487,2018-01-12 16:31:58
1309760093,东篱,4,经典老电影就是不一样，重温了无数遍呢,117,2018-01-20 18:53:42
1309690115,波波维奇,5,非常好，可惜那年有阿甘正传，但我个人认为还是这部最佳。,210,2018-01-20 16:48:59
1303721838,豆辛瓜辛,4,在这世上生存就得有一项特长，再者坚持就是胜利吧。,93,2018-01-10 19:59:47
34253734,九尾黑猫,2,真的不喜欢，不好看，没感觉,2314,2008-03-19 00:32:02
1293164438,尽欢,5,习惯了监狱生活而接受不了正常生活的人，既真实又恐怖。勇敢面对生活，逃离自己的舒适区。,370,2017-12-26 11:32:50
157914370,谋杀游戏机,5,高中第一节心理课。“有一种鸟是关不住的，因为它们的每一片羽毛都闪耀着自由的光辉”，但后来不幸成了我的逆反宣言……哈哈哈。,302,2009-09-11 17:32:51
1394214875,石板上的火月亮,5,我发现影史顶尖的作品，都反映了人的执念，一种笃定一切的意志力，这种意志不被人理解，但让人佩服，因为大多数人不敢付出这样的代价，他们不敢相信这一切的价值。自由和希望，就是每个人活着的一根弦，绷着就能生，断了就得死。所以“要么忙着去活，要么忙着去死”，在于选择。如果你愿意相信自己会是那只光彩夺目的鸟，那你就不可能被困在牢笼之中，因为安迪的牢笼是他自己打开的。,207,2022-10-15 01:33:49
936378394,Ocap,3,几年后，五星改成三星。,170,2015-06-30 22:20:52
1289578077,婷婷爱八卦,5,几年前被母亲推荐看的，她很推崇，看过后感觉可以，黑暗是每个国家都存在的，总的来说希望好人一生平安！,130,2017-12-20 17:30:46
1303919966,A天涯任我行,4,可以说这是越狱系列影片的鼻祖，故事情节细腻紧凑，从被迫入狱，在狱中斗智斗勇，夹缝中求生存，以及对重获自由的极度渴望，凭借超高的智商和过人的勇气，一次次化险为夷，最终和狱友成功逃离，获得自由。侧面揭露的社会黑暗及腐败不堪入眼的一面，值得深思回味,269,2018-01-11 01:21:55
1041595180,欢乐分裂,5,#重看#@影城；超越年代的“主流心灵鸡汤”依然灌得眼泪直冒；世上本无希望，若我多行一步即是希望，在绝望黑暗处生出倔强微光，卡夫卡式的悖论；每人都背负着有形无形的肖申克，注定无法被囚禁的鸟儿一定会挣脱桎梏，天才善于做梦；类型片元素大集成，充满匠气的完美作品。,149,2016-05-14 22:25:09
1327819289,summersouljul5,4,整部电影有点像爽剧，给我的最大感受不是自由真好，而是脑子聪明真好。Andy越狱后的一切过于完美，以至于在最后一幕，当蓝得不真实的大西洋出现时，我一度怀疑这一切都是Red老头的美好幻想——其实Andy已经精神崩溃，或者越狱的时候被击毙。而他照例无法被保释，老死在监狱。人生最后的日子里，为了消磨时光，在脑海里编一些不一样的结局，弥补今生的遗憾。     然而，既然这部电影一直强调“希望是个好东西”，所以行吧，来点儿积极的：祝我们不满足于肖申克的冷啤酒、音乐和图书馆，而是走出墙外，一直往大西洋走去。祝我们有智慧和勇气踏上一条充满不确定性的自由之路。祝我这条影评别给我惹来麻烦。,122,2022-10-24 18:09:03
3518560682,遥の寵,5,真正的救赎从来不是词汇意义上的“彻底改造”，而是在历经劫难、遗失人生重要年华过后依然渴求灵魂与躯体的自由和无上美好的希望,157,2022-10-03 22:04:14
1227054631,艾晨,5,2008年11月28日，第一次看肖申克。那时候观影量还不到五百吧。给五星是见识浅。现在差不多九年过去，我在豆瓣标注看过的已经超过三千，第二次看，还是给了五星。它当然不是最好的片，但是太滴水不漏了。,121,2017-08-09 18:25:46
1333525362,酒鬼一家小迷妹,5,经典，很久以前看的了。人活着就得有希望。,90,2018-03-01 08:28:58
1312017236,Mono,5,怒赞，很难有一部电影能比《肖申克的救赎》更好的诠释梦想与救赎这两个词的关联，电影予人带来心理的洗涤震撼是如此深刻，对比安迪，我们生活中看似无以能迈不过的坎又算什么？当你若能一直心拥梦想，哪怕失败，也定能获得希望的救赎。,279,2018-01-24 13:46:00
668427298,冰红深蓝,4,不够味道。,47,2013-04-17 14:15:43
3044143918,大宋亡了吗TnT,3,我不知道这是不是史上最佳的电影，但这绝对是吹嘘最大的电影。,112,2021-09-24 22:49:25
191959589,杨迪,5,最后那一瞬间啊,156,2009-12-19 14:08:35
1229656234,滚滚的麻麻,5,重看次数最多的电影,79,2017-08-15 00:19:21
1305129974,思无邪,5,任何时候都要坚持，坚持就会成功的，但现实能一直坚持的人是少的。值得一看,245,2018-01-13 09:20:49
1317728096,秋瞑,5,好的电影值得所有人反复观看，这就是一部。,67,2018-02-03 16:08:57
1126934767,慕詩,5,自我救赎才是唯一的出口。感叹于知识改变命运啊。,188,2016-12-27 12:49:58
1307836882,😺,4,还是经典的老电影振奋人心，主人公逃出监狱在河流中张开双臂的画面记忆犹新。,61,2018-01-17 12:47:11
2877218513,醉解兰舟,4,无疑是好看的。但这么高的评分却是夸大了,59,2021-05-14 23:30:11
1083647542,齐木楠雄,5,非常触动人心的经典,43,2016-09-11 22:20:44
1167777368,叫她孙女凯拉走,5,要么忙着活，要么忙着死。,106,2017-03-22 01:52:57
1133988356,豆瓣酱,4,经典是可以反复品味的，安迪对生活和自由充满向往，出狱对他来说是新生;而早已习惯了监狱生活的瑞德，已变得麻木，出狱对他来说就是死亡。,77,2017-01-08 12:59:58
1332233474,七七,4,肖申克的救赎，这部电影很好看，值得推荐,40,2018-02-26 23:33:51
356793494,叶荣添,2,大众经典我从不感冒，为什么？我欣赏水平不行？,969,2011-02-21 11:07:22
1352196345,八贝勒爷,4,好多感受不能用语言表达，世界很糟糕也很美好，坚持才有希望,39,2018-04-04 08:40:50
1326735718,kmkgcwzy,5,希望有朝一日中国也能拍出这种有深刻人生内涵的电影,63,2018-02-19 11:07:52
1070750575,momo,5,应该再看一遍,70,2016-08-07 02:59:57
1131169326,壳子,5,发现自己最近真的是愿意回看经典 尤其是没有女主的经典 自由与希望 多么美好的词汇 可是一个迂腐的人现在才体会到 这两个词如果一年前对我提起 那么我会表示鄙夷 会觉得这两个词太虚无缥缈 假大空 而现在 如果你向我提起 那么我会说 我爱自由和希望,202,2017-01-03 10:35:31
3539996410,楚平,5,《肖申克的救赎》中安迪的扮演者蒂姆·罗宾斯说：“这部电影传达的是长久赛，而不是即时的满足。很多人感觉被困在了自己的生活中，因为一个糟糕的工作，或者相处不愉快的伴侣，或者其他随便一个什么原因。从隐喻层面上看，电影向这些人诉说了一个理念，就是对于所有人来说，总有一处理想之地在等着你，终有一刻，你会达到那里。”,89,2022-10-22 11:05:14
772094385,tlmgt,2,有点好奇这部片为何被过度赞誉到这个地步···,553,2014-02-01 01:18:53
313817298,Alan Sleep,4,在我心里显然不是第一,39,2010-11-10 21:53:19
553931775,考拉小巫,5,最最最最最好看的电影。没有之一。,142,2012-07-09 12:01:30
1104157635,蝶雨成宣,5,这部被称为《刺激1995》的影片在中国影迷间也有极好的口碑，可见电影超越国界的神奇之处。,152,2016-10-31 22:11:17
1321391298,死鬼,5,要么忙着活 要么忙着死 人应该对现有生活保持乐观的心态 充满希望 学会享受 而不是得过且过 苟且偷生 这种人生还有什么意义呢？还不如趁早去死 活着也是浪费资源,199,2018-02-09 21:19:15
1166348358,sharon,5,绝望里长出的希望能带来无限的勇气,57,2017-03-18 21:02:21
1105583827,妈咪宝贝,5,一个内心坚强有信念的人,71,2016-11-05 01:19:47
1352841949,ceci🍰,5,真的好好看呀，对得起它那么高的评分，我要找小说来看一遍了,45,2018-04-05 11:54:49
1307354453,juvenile,5,救赎每次看都有一种新的感觉，没有什么能够形容我对他的崇拜，人生若是真的能自由自在的在日落的时候喝着沁人的冰啤，那该是多么美好啊。,68,2018-01-16 16:14:38
1329187721,深夜的光,5,"一部没有女主,没有爱情的好电影！不可超越的励志佳片，真的很令人感动的美国电影！炒鸡推荐🎉五星绝对的！",50,2018-02-22 15:36:51
376616685,Konec,2,虚假的巧合被当作精妙对比，突兀的后果往往使人惊叹而不是受启发，脱离过去过于决绝。,208,2011-04-10 14:05:23
2716443927,Meursault,5,你知道，有些鸟儿是注定不会被关在牢笼里的。,74,2021-01-30 19:34:53
1307221669,程晴之,5,很久之前看的了，印象深刻的是一位老人在出狱后不知道如何生活了，外面的一切都是他所不熟悉的，无法正常的工作，交流，生活。最终选择结束了自己的生命。习惯真的是一种极其强大的可怕的力量！,165,2018-01-16 11:47:12
1132686448,铃儿响叮当,3,好看但这么高的分有点假了吧，如果和越狱比起来，还是越狱好看些！,80,2017-01-05 23:47:03
1186472236,狗富贵,5,最后奔跑拥抱那里真的好感动。,35,2017-05-05 18:00:55
1312240262,已注销,5,几年前看的，看完之后挺久了才回神，第一次因为看了一部电影反思自己。是我心中电影的第一名～,148,2018-01-24 21:31:23
742854119,喻鸣,5,"对推上神坛的电影总是莫名恐惧，以致雪藏了多年才看。看完发现它之所以雄踞各类榜首，是因其他至多称作经典，而它却可称作伟大。Fear Can Hold You Prisoner, Hope Can Set You Free .Hope is a good thing.",79,2013-11-08 00:06:03
1187981048,穆青,5,懦怯囚禁人的灵魂  希望让人自由 强者自救  圣者渡人,36,2017-05-08 23:15:09
2717941710,aha,5,"Hope is good thing, and is everything.",87,2021-01-31 18:03:53
1323046529,偏要勉强,5,太经典了！值得反复推敲，每看一次都能得到新的体悟！,33,2018-02-12 20:39:04
1183969684,美好时光只为你,5,印象很深的一部电影，虽然很绝望，但永远不要放弃希望。,33,2017-04-29 20:58:10
115760300,宇宙塑胶魔怪,2,史上最有名的烂俗励志片，没有之一,174,2009-04-25 13:06:17
1325502455,自然卷要卷毛,5,我以为是个压抑影片，最后，我发现了希望的光。hope，谁也无法夺走，谁也无法消灭。这部影片，值得一看。,41,2018-02-17 16:55:42
45872395,Lies of Lies,2,“我没罪”，“我没错”，这就是本片提供的巨型情绪价值。,54,2008-06-21 01:10:37
1366834397,Muto,2,这部标记排名第一的电影被越来越体制化的大众标记为需求，但那虚构的希望恐怕是个偌大的笑话。根深蒂固的资本原则在被掌权者剥夺权利的《第七大陆》上呈现出多端的众生相，资本积累成了人们重返自由和尊严彼岸的唯一途径。因此《肖申克的救赎》最终是代表统治阶级的救赎，它与作为人的人没有任何关系。,71,2018-05-01 16:26:42
1228248296,你不是特种兵,3,当然是一部好电影，但他现在已经被物化成的最廉价的鸡汤。如果最顶级的电影就是这样的话，那电影这门事物真的是太让人失望了，也完全算不上艺术。不过万幸的是它不是最好的电影，它只不过是最烂大街的好电影。 幸亏有更好的电影更有理想和艺术追求的电影在捍卫的电影在艺术造诣方面的底线和天花板，才让电影没有在一片营销号的鸡汤中沦落为最廉价的网络谈资和消费品。,55,2017-08-12 10:25:50
1130364733,美女菜kun,5,经典老片，一看再看。过几天再把书看一遍！,31,2017-01-01 23:40:30
1304667794,百骨金titi,4,真的很金典，每个人心里都有渴望不一样的自由，却又不得不被现实生活所束缚，很矛盾的个体，希望每个人能像安迪一样找到获得真正的自由。很喜欢摩根弗里曼,127,2018-01-12 14:08:20
895492697,寒枝雀静,3,……,28,2015-12-23 22:35:19
1041610271,Lycidas,5,天知道第几次重看。它最伟大可贵的地方大概一方面是多层次嵌套的丰富主题，另一方面则是一种内在的timeless品质和情感表述，因此无论观众身处哪个时代，来自何种背景，抱持怎样的心理状态，都能够有效甚至不由自主地relate其中的某个角色或某段情节。,51,2016-05-14 22:56:36
1331286997,grace-xhu,5,人的信念真的太强大，只要想做，而且坚持，总有一天会实现。知识的力量也是很强大的。看完这部电影，感觉自己又对美好的生活充满了向往。,152,2018-02-25 22:54:30
1173065440,爱吃糖的猫,5,"It takes a strong man to save himself, and a great man to save another.",31,2017-04-03 15:19:41
1180752776,lichol,2,真的不喜欢，不好看，没感觉,43,2017-04-21 22:37:32
602514562,bird,5,如今这肖申克囚禁着整代人。,50,2012-11-12 21:44:21
2727241900,数峰青,5,我想打100分，最大的感受除了，知识真的可以改变命运。还有要永远热爱生活。hope is  good thing.,79,2021-02-06 22:22:10
19942697,mumudancing,,其实没那么好,37,2007-09-07 00:42:58
1182320150,纤纤,4,你猜不到的结局…猜不到的惊异…,23,2017-04-25 16:46:28
500922397,你看起来很美味,5,他说，不要放弃希望。,36,2012-02-26 15:30:50
247283194,LORENZO 洛伦佐,5,值得看2遍以上的电影 没看过一定要看,45,2010-05-04 05:55:42
1305117069,刘昊然（恋爱版,5,这部电影好到，含义深刻到我不敢妄自评价……总之，力荐!,106,2018-01-13 08:30:16
200978316,小A,3,剧本有问题。,39,2010-01-10 12:10:47
287977388,熊仔俠,,原來那個鏡頭是來自這部電影的。總算把imdb最高分的電影看了。但是我的評分就不方便給了。,22,2010-08-29 22:49:38
1166249117,然悔悟,5,很久以前就想看这部剧，今天终于看了。最震撼的就是安迪越狱的那一段，无论是配乐还是色彩或是安迪的动作神态，都掌握的很好！从此以后，他再也不用承担本不是他的惩罚，他，终于自由了！,30,2017-03-18 17:09:11
1374323245,👹天神的审判,4,这个电影包含了友谊，艰辛，希望和梦想。之所以它获得了成功因为它感动了你，它给了你希望给了你启示！,32,2018-05-16 11:14:17
1362246258,启明星的指引,4,男主挺帅挺聪明的，不然怎么能玩越狱。。。,27,2018-04-22 15:10:08
1167880696,扌丁月佥,4,不管怎么说，真的很佩服男主的毅力，在那样的情况下一直没有迷失自己，追求自己向往的自由。,35,2017-03-22 12:38:49
